72	0
81	1
3	2
60	3
76	4
9	5
277	6
1157	7
8	8
26	9
367	10
6677	11
1466	12
17	13
219	14
529	15
5	16
112	17
3647	18
5644	19
1	20
4	21
31	22
5	23
1	24
89	25
26	26
15	27
3	28
183	29
336	30
3	31
2	32
132	33
2283	34
1	35
45	36
1	37
5842	38
2239	39
44	40
7	41
5	42
2	43
2	44
1765	45
72	46
92	47
468	48
156	49
49	50
3	51
114	52
3	53
1427	54
69	55
425	56
1	57
1555	58
4	59
7	60
402	61
2	62
2	63
2	64
10	65
1	66
4	67
80	68
1	69
1217	70
3985	71
36	72
4567	73
34	74
6	75
7	76
145	77
6960	78
469	79
61	80
10	81
4609	82
78	83
3	84
911	85
54	86
4	87
98	88
35	89
1	90
97	91
3	92
272	93
7	94
4886	95
2	96
8	97
29	98
515	99
7	100
12	101
1	102
2	103
334	104
15	105
25	106
673	107
1	108
617	109
567	110
59	111
95	112
132	113
1	114
6	115
37	116
5731	117
238	118
617	119
2	120
1	121
115	122
1	123
598	124
157	125
2	126
4	127
84	128
87	129
18	130
196	131
6231	132
6323	133
32	134
30	135
47	136
4	137
2	138
4	139
25	140
171	141
54	142
1	143
388	144
45	145
80	146
195	147
2875	148
181	149
2	150
60	151
4	152
21	153
26	154
201	155
43	156
12	157
454	158
4	159
2079	160
1583	161
1	162
2279	163
25	164
2	165
52	166
5866	167
5	168
1	169
45	170
2	171
289	172
617	173
6	174
7	175
5	176
71	177
213	178
105	179
1	180
855	181
152	182
8	183
20	184
78	185
4305	186
154	187
1923	188
50	189
25	190
35	191
18	192
139	193
4	194
94	195
6	196
443	197
802	198
127	199
16	200
27	201
1915	202
8	203
214	204
3	205
217	206
200	207
2	208
198	209
2	210
173	211
503	212
41	213
19	214
1	215
14	216
1499	217
2313	218
325	219
195	220
1	221
2	222
12	223
1	224
6	225
18	226
5731	227
5762	228
13	229
108	230
238	231
3874	232
103	233
40	234
6779	235
246	236
7	237
1	238
292	239
187	240
373	241
91	242
248	243
2226	244
1470	245
199	246
131	247
3	248
2974	249
104	250
35	251
8	252
95	253
1	254
1013	255
3	256
18	257
2	258
78	259
107	260
16	261
960	262
205	263
212	264
346	265
778	266
8	267
21	268
1369	269
6	270
1	271
173	272
222	273
18	274
2	275
3	276
1	277
7	278
1467	279
7	280
142	281
683	282
1	283
66	284
128	285
6	286
10	287
99	288
18	289
499	290
2	291
561	292
4	293
63	294
23	295
3017	296
13	297
129	298
658	299
866	300
3116	301
167	302
1	303
1	304
1	305
394	306
5874	307
1	308
46	309
65	310
19	311
497	312
203	313
2	314
3	315
212	316
199	317
19	318
2	319
105	320
654	321
7	322
7	323
486	324
2360	325
17	326
464	327
1685	328
1	329
5	330
3	331
819	332
210	333
745	334
337	335
420	336
14	337
74	338
98	339
7	340
125	341
67	342
1587	343
1443	344
25	345
77	346
1	347
31	348
5030	349
72	350
3	351
5564	352
6754	353
75	354
25	355
6	356
44	357
1	358
59	359
2077	360
1	361
5068	362
1540	363
160	364
207	365
133	366
10	367
5617	368
54	369
130	370
6120	371
407	372
665	373
10	374
1	375
76	376
31	377
472	378
3	379
416	380
91	381
2	382
1	383
7	384
212	385
1	386
2	387
1242	388
5	389
1671	390
3	391
780	392
1626	393
50	394
615	395
194	396
421	397
14	398
240	399
16	400
381	401
3	402
13	403
3	404
1337	405
4	406
19	407
92	408
1	409
382	410
5914	411
2	412
116	413
1	414
3	415
17	416
2061	417
718	418
16	419
226	420
751	421
13	422
1	423
14	424
3631	425
477	426
71	427
1127	428
15	429
468	430
3	431
1	432
4	433
2214	434
1656	435
6814	436
5	437
6	438
381	439
822	440
89	441
173	442
40	443
1	444
703	445
1340	446
199	447
2076	448
143	449
622	450
1	451
134	452
2	453
628	454
130	455
889	456
4	457
5	458
1407	459
22	460
5510	461
68	462
40	463
8	464
161	465
6	466
24	467
541	468
153	469
54	470
14	471
6794	472
6687	473
23	474
5168	475
269	476
145	477
3	478
1047	479
122	480
18	481
187	482
2134	483
4	484
6	485
38	486
86	487
155	488
2	489
17	490
29	491
44	492
184	493
64	494
7	495
2	496
39	497
2	498
82	499
27	500
119	501
104	502
18	503
802	504
174	505
12	506
1470	507
29	508
299	509
3816	510
5914	511
63	512
1	513
446	514
2	515
18	516
129	517
1265	518
1	519
6867	520
1	521
879	522
2	523
54	524
19	525
2	526
1781	527
1	528
42	529
218	530
161	531
1	532
186	533
25	534
6790	535
105	536
7	537
34	538
18	539
1178	540
620	541
105	542
11	543
964	544
1	545
1	546
58	547
93	548
53	549
70	550
5219	551
50	552
2	553
203	554
382	555
18	556
5	557
16	558
51	559
137	560
6345	561
