749	0
956	1
20	2
263	3
97	4
64	5
330	6
550	7
44	8
46	9
211	10
7917	11
460	12
250	13
52	14
202	15
2	16
249	17
6554	18
4653	19
24	20
3	21
106	22
22	23
506	24
21	25
72	26
14	27
222	28
329	29
283	30
1	31
57	32
299	33
3360	34
46	35
2463	36
24	37
6174	38
960	39
173	40
1420	41
9	42
6	43
15	44
2572	45
715	46
50	47
698	48
257	49
255	50
46	51
324	52
26	53
1413	54
100	55
175	56
182	57
538	58
29	59
90	60
218	61
62	62
55	63
2	64
60	65
28	66
16	67
1667	68
17	69
1632	70
5547	71
415	72
2925	73
44	74
41	75
51	76
78	77
6145	78
113	79
287	80
88	81
4332	82
145	83
2	84
7703	85
206	86
77	87
147	88
397	89
5	90
834	91
2	92
846	93
75	94
6095	95
7	96
8	97
118	98
3690	99
163	100
22	101
24	102
3	103
174	104
50	105
79	106
674	107
2	108
944	109
139	110
432	111
89	112
823	113
10	114
337	115
286	116
7888	117
54	118
604	119
10	120
5	121
70	122
1	123
90	124
34	125
5	126
483	127
92	128
132	129
129	130
299	131
5287	132
5763	133
138	134
44	135
64	136
7	137
115	138
9	139
45	140
1003	141
29	142
10	143
1829	144
85	145
1658	146
241	147
4587	148
282	149
73	150
107	151
6	152
26	153
66	154
355	155
213	156
221	157
1384	158
172	159
732	160
4932	161
145	162
1225	163
23	164
13	165
240	166
6384	167
46	168
19	169
222	170
3	171
104	172
389	173
64	174
121	175
79	176
134	177
51	178
19	179
9	180
484	181
17	182
261	183
51	184
237	185
6760	186
141	187
4652	188
102	189
273	190
48	191
50	192
64	193
10	194
724	195
9	196
155	197
1008	198
962	199
82	200
327	201
1713	202
113	203
1177	204
3	205
1112	206
27	207
27	208
298	209
28	210
557	211
211	212
159	213
60	214
55	215
35	216
2723	217
1229	218
296	219
313	220
20	221
9	222
93	223
3	224
10	225
87	226
7033	227
6478	228
64	229
167	230
974	231
4730	232
7	233
18	234
1763	235
2140	236
6	237
15	238
510	239
100	240
214	241
74	242
221	243
1163	244
1642	245
761	246
228	247
672	248
2587	249
47	250
122	251
47	252
667	253
18	254
1021	255
15	256
68	257
15	258
2963	259
40	260
36	261
456	262
1283	263
604	264
121	265
513	266
54	267
152	268
1959	269
311	270
8	271
74	272
4085	273
25	274
5	275
93	276
6	277
14	278
4605	279
14	280
67	281
484	282
10	283
1208	284
183	285
3	286
174	287
294	288
10	289
53	290
8	291
382	292
1	293
43	294
87	295
4120	296
4	297
198	298
906	299
461	300
2446	301
288	302
6	303
48	304
7	305
482	306
4010	307
6	308
276	309
44	310
70	311
178	312
790	313
5	314
17	315
25	316
2798	317
163	318
10	319
45	320
757	321
637	322
45	323
513	324
3591	325
838	326
49	327
3667	328
6	329
491	330
20	331
164	332
149	333
862	334
463	335
2068	336
27	337
46	338
64	339
81	340
144	341
2877	342
2383	343
146	344
113	345
643	346
22	347
44	348
4568	349
335	350
29	351
6432	352
7026	353
114	354
89	355
4	356
172	357
1	358
49	359
1372	360
12	361
5331	362
69	363
103	364
373	365
317	366
24	367
4470	368
92	369
142	370
6211	371
223	372
306	373
288	374
4	375
48	376
80	377
490	378
2	379
253	380
39	381
12	382
80	383
91	384
238	385
4	386
5	387
429	388
27	389
1426	390
29	391
284	392
1077	393
116	394
305	395
981	396
990	397
78	398
44	399
26	400
1265	401
131	402
16	403
23	404
6560	405
5	406
22	407
437	408
35	409
518	410
5952	411
64	412
110	413
18	414
336	415
314	416
805	417
5307	418
1176	419
471	420
6335	421
9	422
2	423
837	424
4985	425
83	426
1329	427
662	428
715	429
1395	430
12	431
9	432
25	433
1024	434
214	435
7447	436
25	437
27	438
106	439
394	440
1009	441
149	442
50	443
11	444
938	445
402	446
62	447
1989	448
53	449
419	450
26	451
206	452
15	453
297	454
232	455
108	456
106	457
14	458
1070	459
1344	460
1820	461
22	462
150	463
8	464
106	465
